mode: set
notifuse/server/cmd/keygen/main.go:12.13,27.43 8 0
notifuse/server/internal/repository/mock_helper.go:20.2,20.26 1 1
notifuse/server/internal/repository/user_postgres.go:19.58,21.2 1 1
notifuse/server/internal/repository/user_postgres.go:23.83,24.19 1 1
notifuse/server/internal/repository/user_postgres.go:24.19,26.3 1 0
notifuse/server/internal/repository/user_postgres.go:27.2,42.16 6 1
notifuse/server/internal/repository/user_postgres.go:42.16,44.3 1 1
notifuse/server/internal/repository/user_postgres.go:45.2,45.12 1 1
notifuse/server/internal/repository/user_postgres.go:48.98,62.26 4 1
notifuse/server/internal/repository/user_postgres.go:62.26,64.3 1 1
notifuse/server/internal/repository/user_postgres.go:65.2,65.16 1 1
notifuse/server/internal/repository/user_postgres.go:65.16,67.3 1 1
notifuse/server/internal/repository/user_postgres.go:68.2,68.19 1 1
notifuse/server/internal/repository/user_postgres.go:71.92,85.26 4 1
notifuse/server/internal/repository/user_postgres.go:85.26,87.3 1 1
notifuse/server/internal/repository/user_postgres.go:88.2,88.16 1 1
notifuse/server/internal/repository/user_postgres.go:88.16,90.3 1 0
notifuse/server/internal/repository/user_postgres.go:91.2,91.19 1 1
notifuse/server/internal/repository/user_postgres.go:94.92,95.22 1 1
notifuse/server/internal/repository/user_postgres.go:95.22,97.3 1 0
notifuse/server/internal/repository/user_postgres.go:98.2,100.40 3 1
notifuse/server/internal/repository/user_postgres.go:100.40,102.3 1 1
notifuse/server/internal/repository/user_postgres.go:104.2,119.16 3 1
notifuse/server/internal/repository/user_postgres.go:119.16,121.3 1 0
notifuse/server/internal/repository/user_postgres.go:122.2,122.12 1 1
notifuse/server/internal/repository/user_postgres.go:125.98,141.26 4 1
notifuse/server/internal/repository/user_postgres.go:141.26,143.3 1 1
notifuse/server/internal/repository/user_postgres.go:144.2,144.16 1 1
notifuse/server/internal/repository/user_postgres.go:144.16,146.3 1 0
notifuse/server/internal/repository/user_postgres.go:147.2,147.22 1 1
notifuse/server/internal/repository/user_postgres.go:150.78,153.16 3 1
notifuse/server/internal/repository/user_postgres.go:153.16,155.3 1 0
notifuse/server/internal/repository/user_postgres.go:156.2,157.16 2 1
notifuse/server/internal/repository/user_postgres.go:157.16,159.3 1 0
notifuse/server/internal/repository/user_postgres.go:160.2,160.15 1 1
notifuse/server/internal/repository/user_postgres.go:160.15,162.3 1 1
notifuse/server/internal/repository/user_postgres.go:163.2,163.12 1 1
notifuse/server/internal/repository/user_postgres.go:166.109,174.16 3 1
notifuse/server/internal/repository/user_postgres.go:174.16,176.3 1 0
notifuse/server/internal/repository/user_postgres.go:177.2,180.18 3 1
notifuse/server/internal/repository/user_postgres.go:180.18,190.17 3 1
notifuse/server/internal/repository/user_postgres.go:190.17,192.4 1 0
notifuse/server/internal/repository/user_postgres.go:193.3,193.40 1 1
notifuse/server/internal/repository/user_postgres.go:195.2,195.29 1 1
notifuse/server/internal/repository/user_postgres.go:198.92,212.16 3 1
notifuse/server/internal/repository/user_postgres.go:212.16,214.3 1 0
notifuse/server/internal/repository/user_postgres.go:216.2,217.16 2 1
notifuse/server/internal/repository/user_postgres.go:217.16,219.3 1 0
notifuse/server/internal/repository/user_postgres.go:220.2,220.15 1 1
notifuse/server/internal/repository/user_postgres.go:220.15,222.3 1 1
notifuse/server/internal/repository/user_postgres.go:223.2,223.12 1 1
notifuse/server/internal/repository/workspace_postgres.go:27.107,32.2 1 1
notifuse/server/internal/repository/workspace_postgres.go:35.100,39.16 4 1
notifuse/server/internal/repository/workspace_postgres.go:39.16,42.3 2 0
notifuse/server/internal/repository/workspace_postgres.go:43.2,43.20 1 1
notifuse/server/internal/repository/workspace_postgres.go:46.94,47.24 1 1
notifuse/server/internal/repository/workspace_postgres.go:47.24,49.3 1 0
notifuse/server/internal/repository/workspace_postgres.go:52.2,52.45 1 1
notifuse/server/internal/repository/workspace_postgres.go:52.45,54.3 1 0
notifuse/server/internal/repository/workspace_postgres.go:57.2,58.16 2 1
notifuse/server/internal/repository/workspace_postgres.go:58.16,60.3 1 0
notifuse/server/internal/repository/workspace_postgres.go:61.2,61.12 1 1
notifuse/server/internal/repository/workspace_postgres.go:61.12,63.3 1 0
notifuse/server/internal/repository/workspace_postgres.go:65.2,71.16 5 1
notifuse/server/internal/repository/workspace_postgres.go:71.16,73.3 1 0
notifuse/server/internal/repository/workspace_postgres.go:75.2,86.16 3 1
notifuse/server/internal/repository/workspace_postgres.go:86.16,88.3 1 0
notifuse/server/internal/repository/workspace_postgres.go:91.2,91.44 1 1
notifuse/server/internal/repository/workspace_postgres.go:94.98,101.26 3 1
notifuse/server/internal/repository/workspace_postgres.go:101.26,103.3 1 0
notifuse/server/internal/repository/workspace_postgres.go:104.2,104.16 1 1
notifuse/server/internal/repository/workspace_postgres.go:104.16,106.3 1 1
notifuse/server/internal/repository/workspace_postgres.go:107.2,107.23 1 1
notifuse/server/internal/repository/workspace_postgres.go:110.86,117.16 3 1
notifuse/server/internal/repository/workspace_postgres.go:117.16,119.3 1 0
notifuse/server/internal/repository/workspace_postgres.go:120.2,123.18 3 1
notifuse/server/internal/repository/workspace_postgres.go:123.18,125.17 2 1
notifuse/server/internal/repository/workspace_postgres.go:125.17,127.4 1 0
notifuse/server/internal/repository/workspace_postgres.go:128.3,128.45 1 1
notifuse/server/internal/repository/workspace_postgres.go:130.2,130.31 1 1
notifuse/server/internal/repository/workspace_postgres.go:133.94,137.45 2 1
notifuse/server/internal/repository/workspace_postgres.go:137.45,139.3 1 0
notifuse/server/internal/repository/workspace_postgres.go:142.2,143.16 2 1
notifuse/server/internal/repository/workspace_postgres.go:143.16,145.3 1 0
notifuse/server/internal/repository/workspace_postgres.go:147.2,158.16 3 1
notifuse/server/internal/repository/workspace_postgres.go:158.16,160.3 1 0
notifuse/server/internal/repository/workspace_postgres.go:161.2,162.16 2 1
notifuse/server/internal/repository/workspace_postgres.go:162.16,164.3 1 0
notifuse/server/internal/repository/workspace_postgres.go:165.2,165.15 1 1
notifuse/server/internal/repository/workspace_postgres.go:165.15,167.3 1 1
notifuse/server/internal/repository/workspace_postgres.go:168.2,168.12 1 1
notifuse/server/internal/repository/workspace_postgres.go:171.76,173.50 1 1
notifuse/server/internal/repository/workspace_postgres.go:173.50,175.3 1 0
notifuse/server/internal/repository/workspace_postgres.go:178.2,180.16 3 1
notifuse/server/internal/repository/workspace_postgres.go:180.16,182.3 1 1
notifuse/server/internal/repository/workspace_postgres.go:183.2,184.16 2 0
notifuse/server/internal/repository/workspace_postgres.go:184.16,186.3 1 0
notifuse/server/internal/repository/workspace_postgres.go:187.2,187.15 1 0
notifuse/server/internal/repository/workspace_postgres.go:187.15,189.3 1 0
notifuse/server/internal/repository/workspace_postgres.go:190.2,190.12 1 0
notifuse/server/internal/repository/workspace_postgres.go:193.103,195.53 1 1
notifuse/server/internal/repository/workspace_postgres.go:195.53,198.45 2 0
notifuse/server/internal/repository/workspace_postgres.go:198.45,200.4 1 0
notifuse/server/internal/repository/workspace_postgres.go:202.3,202.36 1 0
notifuse/server/internal/repository/workspace_postgres.go:206.2,207.16 2 1
notifuse/server/internal/repository/workspace_postgres.go:207.16,209.3 1 1
notifuse/server/internal/repository/workspace_postgres.go:212.2,213.16 2 0
notifuse/server/internal/repository/workspace_postgres.go:216.93,223.16 4 1
notifuse/server/internal/repository/workspace_postgres.go:223.16,225.3 1 1
notifuse/server/internal/repository/workspace_postgres.go:228.2,229.16 2 1
notifuse/server/internal/repository/workspace_postgres.go:229.16,231.3 1 1
notifuse/server/internal/repository/workspace_postgres.go:232.2,244.16 3 0
notifuse/server/internal/repository/workspace_postgres.go:244.16,246.3 1 0
notifuse/server/internal/repository/workspace_postgres.go:248.2,248.12 1 0
notifuse/server/internal/repository/workspace_postgres.go:251.93,261.16 5 1
notifuse/server/internal/repository/workspace_postgres.go:261.16,263.3 1 1
notifuse/server/internal/repository/workspace_postgres.go:265.2,265.12 1 1
notifuse/server/internal/repository/workspace_postgres.go:268.114,282.16 3 1
notifuse/server/internal/repository/workspace_postgres.go:282.16,284.3 1 0
notifuse/server/internal/repository/workspace_postgres.go:285.2,285.12 1 1
notifuse/server/internal/repository/workspace_postgres.go:288.117,291.16 3 1
notifuse/server/internal/repository/workspace_postgres.go:291.16,293.3 1 0
notifuse/server/internal/repository/workspace_postgres.go:294.2,295.16 2 1
notifuse/server/internal/repository/workspace_postgres.go:295.16,297.3 1 0
notifuse/server/internal/repository/workspace_postgres.go:298.2,298.15 1 1
notifuse/server/internal/repository/workspace_postgres.go:298.15,300.3 1 1
notifuse/server/internal/repository/workspace_postgres.go:301.2,301.12 1 1
notifuse/server/internal/repository/workspace_postgres.go:304.118,311.16 3 1
notifuse/server/internal/repository/workspace_postgres.go:311.16,313.3 1 0
notifuse/server/internal/repository/workspace_postgres.go:314.2,317.18 3 1
notifuse/server/internal/repository/workspace_postgres.go:317.18,320.17 3 1
notifuse/server/internal/repository/workspace_postgres.go:320.17,322.4 1 0
notifuse/server/internal/repository/workspace_postgres.go:323.3,323.47 1 1
notifuse/server/internal/repository/workspace_postgres.go:325.2,325.35 1 1
notifuse/server/internal/repository/workspace_postgres.go:328.123,335.16 3 1
notifuse/server/internal/repository/workspace_postgres.go:335.16,337.3 1 0
notifuse/server/internal/repository/workspace_postgres.go:338.2,341.18 3 1
notifuse/server/internal/repository/workspace_postgres.go:341.18,344.17 3 1
notifuse/server/internal/repository/workspace_postgres.go:344.17,346.4 1 0
notifuse/server/internal/repository/workspace_postgres.go:347.3,347.47 1 1
notifuse/server/internal/repository/workspace_postgres.go:349.2,349.35 1 1
notifuse/server/internal/repository/workspace_postgres.go:352.135,362.26 4 1
notifuse/server/internal/repository/workspace_postgres.go:362.26,364.3 1 0
notifuse/server/internal/repository/workspace_postgres.go:365.2,365.16 1 1
notifuse/server/internal/repository/workspace_postgres.go:365.16,367.3 1 1
notifuse/server/internal/repository/workspace_postgres.go:368.2,368.17 1 1
notifuse/server/pkg/logger/logger.go:22.25,27.2 2 0
notifuse/server/pkg/logger/logger.go:29.43,31.2 1 0
notifuse/server/pkg/logger/logger.go:33.42,35.2 1 0
notifuse/server/pkg/logger/logger.go:37.42,39.2 1 0
notifuse/server/pkg/logger/logger.go:41.43,43.2 1 0
notifuse/server/pkg/logger/logger.go:45.43,47.2 1 0
notifuse/server/pkg/logger/logger.go:49.73,53.2 1 0
notifuse/server/internal/http/middleware/auth.go:40.76,44.2 1 1
notifuse/server/internal/http/middleware/auth.go:47.101,48.46 1 1
notifuse/server/internal/http/middleware/auth.go:48.46,49.72 1 1
notifuse/server/internal/http/middleware/auth.go:49.72,52.24 2 1
notifuse/server/internal/http/middleware/auth.go:52.24,55.5 2 1
notifuse/server/internal/http/middleware/auth.go:58.4,59.47 2 1
notifuse/server/internal/http/middleware/auth.go:59.47,62.5 2 1
notifuse/server/internal/http/middleware/auth.go:64.4,72.18 5 1
notifuse/server/internal/http/middleware/auth.go:72.18,75.5 2 1
notifuse/server/internal/http/middleware/auth.go:78.4,79.18 2 1
notifuse/server/internal/http/middleware/auth.go:79.18,82.5 2 1
notifuse/server/internal/http/middleware/auth.go:85.4,86.18 2 1
notifuse/server/internal/http/middleware/auth.go:86.18,89.5 2 1
notifuse/server/internal/http/middleware/auth.go:92.4,93.18 2 1
notifuse/server/internal/http/middleware/auth.go:93.18,94.16 1 1
notifuse/server/internal/http/middleware/auth.go:95.36,96.63 1 1
notifuse/server/internal/http/middleware/auth.go:97.34,98.62 1 1
notifuse/server/internal/http/middleware/auth.go:99.13,100.76 1 1
notifuse/server/internal/http/middleware/auth.go:102.5,102.11 1 1
notifuse/server/internal/http/middleware/auth.go:106.4,112.41 3 1
notifuse/server/internal/http/middleware/cors.go:9.53,10.71 1 1
notifuse/server/internal/http/middleware/cors.go:10.71,13.24 2 1
notifuse/server/internal/http/middleware/cors.go:13.24,15.4 1 1
notifuse/server/internal/http/middleware/cors.go:16.3,28.28 5 1
notifuse/server/internal/http/middleware/cors.go:28.28,31.4 2 1
notifuse/server/internal/http/middleware/cors.go:33.3,33.23 1 1
notifuse/server/pkg/logger/logger.go:22.25,27.2 2 0
notifuse/server/pkg/logger/logger.go:29.43,31.2 1 0
notifuse/server/pkg/logger/logger.go:33.42,35.2 1 0
notifuse/server/pkg/logger/logger.go:37.42,39.2 1 0
notifuse/server/pkg/logger/logger.go:41.43,43.2 1 0
notifuse/server/pkg/logger/logger.go:45.43,47.2 1 0
notifuse/server/pkg/logger/logger.go:49.73,53.2 1 0
